,id,text,category
4618,tam4619,சிங்கத்தின் தொடையிடுக்கில் அலகை விட்டு பூச்சி ௨ண்ணும் அஞ்சாத நாரைத் தமிழ்  மங்கும் சூரியனை தாலாட்டி ௨றங்கவைக்கும் நிலாத் தமிழ் யெங்கும் நிறைந்திருக்கும் இறைவனின் அருள் பெற்ற தமிழ் அறிய மக்கள் தொலைக்காட்சி யை யூ டியூப் ல் காணுங்கள் நன்றி.,NOT
4619,tam4620,அடேய் நம்ம ஊர்(ஈழம்) லைக்கா எப்போது இசை வெளியிட்டு விழா.,NOT
4620,tam4621,அகமுடையார் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
4621,tam4622,பா ரஞ்சித் போன்றோருக்கு ஆண்ட சாதி ஆண்ட சாதி என்று அவர்கலா ஒரு மிருகம் போல சித்தரிக்கும் பொழுது உங்களுக்கு இனிக்கும் அதுவே எதிர்திசையில் உங்களை திருப்பி காட்டியபோது கசக்குதா.... திரவுபதி டா....  சிறுவயதில் ஒரு கதை உண்டு ஒரு பெரிய ____________கோட்டை அளிக்காமல் சின்னது பண்ணுவதற்கு அதுக்கு பக்கத்துல ஒரு பெரிய கோடு ___________________________போடணும் அதுதான் இப்ப நடக்குது ட்ரெண்டிங் திரௌபதி குழுவினருக்கு வாழ்த்துக்கள்  நீங்க சொன்னா ஜாதி ஆன ஒடுக்குமுறை அதுவே திரௌபதிலா உண்மையா சொன்னேன எரியுதா??????,OFF
4622,tam4623,எல்லாரும் பார்க்கனும் இந்த ரொம்ப நாள் ஒட வேண்டும்,NOT
4623,tam4624,"தமிழர்கள் நாம், அனைவரும் ஒன்று சோர்ந்து நம் பொது எதிரியை எதிர்க்க வேண்டிய நேரத்தில், இப்படி ஒரு படம் வேதனையளிக்கிறது,   தமிழ் வாழ்க தமிழினம் வாழ்க",OFF
4624,tam4625,டைரக்டர் மோகன் அண்ணன் அவர்களுக்கு உங்கள் படைப்பு மிக பிரம்மாண்டமாக இருக்கிறது எண்ணற்ற சமுதாய மக்களின் மன வலியை போக்க வந்த காவிய படைப்பாய் திகழ்கிறது இந்த காட்சிகள் ஒன்று காண கண் கோடி பத்தாது தமிழக சினிமா வரலாற்றில் மிகப் பெரிய ஒரு புரட்சியை மாறட்டும் உங்கள் திரைப்படம் மிகப்பெரிய வெற்றி அடைய உடையார்  சமுதாயத்தின் சார்பாக கோடான நன்றிகள்,NOT
4625,tam4626,2:00 டேய் இது 96 யாரை ஏமாத்துரீங்க,OFF
4626,tam4627,Tharamana trailer... இனி எவனாவது அடங்க மறு அத்து மிறு சென்னா வெட்டு தான்டா....,OFF
4627,tam4628,ஜாதி மயிரு போங்கடா நீங்களும் உங்க வீட்டு ஜாதி  ஜாதி தலைல துக்குறவன் நல்லா இருந்தது சரிதரம் இல்ல தம்பி,OFF
4628,tam4629,பார்க்கவ குலத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்.,NOT
4629,tam4630,பார்க்கவ குல உடையார்களின் சார்பாக படம் வெற்றி பெற மனமார்ந்த வாழ்த்துக்கள்,NOT
4630,tam4631,போராடுவது தப்புனா...  போராடுகின்ற சூழ்நிலைய உருவாக்குவதும் தப்புதானே...  Hatsoff to Surya Choose this Film & Congrats to Whole team a Big Blockbuster..                      By       Behalf of  Thalapathy Vijay Fans..,NOT
4631,tam4632,சாதி மதம் பார்த்தாடா காதல் பன்னுவாங்க....  காதல்ல சாதி பாக்கரவன் எல்லா இடத்தலயும் பாத்தா பரவாலயே....  அது ஏன்டா காதல்ல மட்டும் சாதி கண்ணுக்கு தெரியுது,NOT
4632,tam4633,நம்ம கிட்ட காடு இருந்த எழுதிகிடுவானுக ரூவா இருந்த புடுங்கிக்கிடுவானுக  ஆனா படிப்ப மட்டும் புஎடுத்துக்கவே  முடியாது,OFF
4633,tam4634,பீனிக்ஸ் பறவை மாதிரி எரிக்க எரிக்க எழுந்து வரான்!,NOT
4634,tam4635,சாதிகளை களை எடுக்கும் காவியமாக இருக்க வாழ்த்துகிறேன்,NOT
4635,tam4636,அருமையான திரைப்படம் வெற்றிபெற வாழ்த்துக்கள் நாடக கும்பலுக்கு இது ஒரு முடிவு,NOT
4636,tam4637,இளையதளபதி புரட்சிதளபதி இளைய #சூப்பர்ஸ்டார்  இன்னும் எத்தனை எழுத்துக்கள் வந்தாலும்🤘 நின்னு அடிக்கும் இரண்டே எழுத்து  தல,OFF
4637,tam4638,எங்களுக்கு மண்ணும் பெண்ணும் இரண்டுமே முக்கியம் அதுல யாரு கைய வச்சாலும் கண்டிப்பா கையையும் வெட்டுவோம் தலையையும் வெட்டுவோம் .,NOT
4638,tam4639,என்னுடைய மனவேதனையை இந்த படத்தின் வரவால் குறையும் என்று நம்புகின்றேன் விஷாறதில் இருந்து,NOT
4639,tam4640,கமண்ட்ல கூட சாதி கூதி னு வாழ்த்து சொல்ல வந்துதானுங்க..,OFF
4640,tam4641,கமுதி தேவேந்திர குல வேளாளர்களின் சார்பாக படம் மிக பெரிய வெற்றியடைய வாழ்த்துக்கள்,NOT
4641,tam4642,"நாமளும் சொல்லி வைப்போம் - எடே,, திர்நோலி பிள்ளமார் ஆளுங்க சார்பா படம் வெற்றி பெற வாழ்த்துக்கள்,, சண்ட சச்சரவு இல்லாம இருங்கவே,,",NOT
4642,tam4643,"கொங்கு வெள்ளாள கவுண்டன், பெருங்குடி கூட்டத்தின் புதல்வன் சார்பாக வெற்றி அடைய வாழ்த்துக்கள்.",NOT
4643,tam4644,படத்தை வெற்றியடைய முழு ஆதரவு அளிப்போம் ..தேவர் சமுதாயம்  சிவகங்கை,NOT
4644,tam4645,பாவம் பா ஒரு சூப்பர் ஸ்டார் ணு பாக்காம கலாய்குறிஇங்க......,NOT
4645,tam4646,படம் வெற்றியடைய வாழ்த்துகள் சிவகங்கை சீமை (ம) மதுரை மாவட்டம் அகமுடையார் உறவுகள்,NOT
4646,tam4647,கொங்கு மண்டல கொங்கு வேட்டுவக்கவுண்டர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,NOT
4647,tam4648,கொங்கு வேளாளர் கவுண்டர் சமுதாயத்தின் சார்பாக மனமார்ந்த வாழ்த்துக்கள்,NOT
4648,tam4649,தஞ்சை அகமுடையார்(மருது வம்சம்)சார்பாக வாழ்த்துக்கள் பங்காளி,NOT
4649,tam4650,அடேய் ஜாதி ஜாதி ஒரே   தேவுடியா படமா எடுகிறேக,OFF
4650,tam4651,"படம் நிச்சயம் சக்சஸ் தான் நாலு நிமிஷம் ட்ரெய்லர் ஆனாலும் சுவாரசியமாக இருந்தது   பைரேட்ஸ் ஆப் கரீபியன், கேப்டன் ஜாக் ஸ்பேரோ வை  ஞாபகப்படுத்துகின்றார்  இந்த வருடம் இந்திய சினிமாவிற்கு கன்னட திரையுலகத்தின் இரண்டாவது fully entertainment",NOT
4651,tam4652,வாழ்த்துக்கள்...நாம எவன் வம்புக்கும் போக கூடாது..வந்த வம்பை விட கூடாது.அவனுக்கு மட்டும் தான் படம் எடுக்க தெரியுமா?நமக்கு தெரியாதா?,NOT
4652,tam4653,இனிமேல் இருக்குடா உங்களுக்கு. ஓத்தா உங்களுக்கு எங்க வீட்டு பொண்ணு கேகுதா  வெட்டி போற்றுவும்,OFF
4653,tam4654,"யாரு படிக்கிறான் யாரு வெடிங் வேலை ,மேஸ்திரி வேலைக்கு போராணு மொத பாருங்க டா....",NOT
4654,tam4655,STR da masss thala தெறிக்கவிடுது trailer,NOT
4655,tam4656,இந்தப் piano bgm ஏதோ விளம்பரத்தில்  கேட்ட மாதிரி இருக்கு... அது எந்த Add....? எதாவது purpose சோட  தான் அந்த  Bgm பயன்படுத்தி உள்ளனரா?,OFF
4656,tam4657,வாழ்த்துக்கள் கதிர் அண்ணா இந்தப் படம் நிச்சயம் வெற்றி பெரும்,NOT
4657,tam4658,திரையுலகில் எத்தனை வன்னியர் இயக்குனர் இருந்தாலும் அண்ணன் மோகன் ஜீ அவர்களை போல வராது.I Support திரௌபதி,NOT
4658,tam4659,"செம செம, வாழ்த்துக்கள் வீரர்களே. தோளோடு தோள் செல்வோம். நன்றி",NOT
4659,tam4660,வெள்ளாளர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்  இயக்குனர் அவர்களுக்கு நெஞ்சார்ந்த நன்றி,NOT
4660,tam4661,எந்த ஒரு மிகப் பெரிய விஷயமாக இருந்தாலும் அதோட ஆணிவேரில் இருந்து ஆரம்பிக்கிறது தான் அழகு... காத்திருப்போம் மே31,NOT
4661,tam4662,"கடைசி வரை படையாட்சியும் பறையுனும் ஒன்றாக இருக்கவிடமாட்டாங்க, இந்த சினிமாகாரங்க.",NOT
4662,tam4663,கேப்டன் ரசிகர்கள் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,NOT
4663,tam4664,அடங்க முடியவில்லை என்றால் அடக்கி தான் காட்டுவோம்,NOT
4664,tam4665,சின்ன தல சிம்பு +மக்கள் செல்வன் விஜய் சேதுபதி = MASS.  அருண்விஜய் +அரவிந்த் சுவாமி = Rocks            Blockbuster on the way,NOT
4665,tam4666,விழுப்புரம் மஞ்சள் படை சார்பாக திரௌபதி படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
4666,tam4667,மனிதநேயமிக்க மனித குல சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்,NOT
4667,tam4668,நாடக காதலை தோலுரித்து காட்டிய படக்குழுவினருக்கு நெஞ்சார்ந்த பாராட்டுகள்.,NOT
4668,tam4669,"எண்ணங்கடா இது .....ஜாதி வெறியை ஒழிக்க பரியேறும் பெருமாள், அசுரன் மாதிரி படம் எடுத்து எவ்ளவோ முயற்சி பண்ணிட்டு இருக்காங்க இவனுங்க இந்த மாதிரி படம் எடுத்து அதை வீணாகிறங்க ....இனி 2020 ழும் ஜாதி வெறி தொடரும்,,,, சிறப்பான செய்கை இயக்குனர் அவர்களே.",NOT
4669,tam4670,"நான் எதிர் பார்க்கிறேன், மீண்டும் ஓர் ஆயுதஎழுத்து",NOT
4670,tam4671,படம் ரிலீஸ் ஆனவுடன் 500 டிக்கெட் வாங்கி எனக்கு தெரிஞ்சவங்களுக்கெல்லாம் கொடுத்து படம் பாக்க அனுப்பிவெப்பேன்! வாழ்த்துக்கள்!,NOT
4671,tam4672,கொங்கு வேளாளர் கவுண்டகள் சார்பாக வெற்றி பெற வாழ்த்துக்கள் கொங்கு செழித்தால் எங்கும் செழிக்கும்,NOT
4672,tam4673,அதர்மத்தை அழித்து தர்மத்தை நிலைநாட்டுவதே சத்திரிய தர்மம்...,NOT
4673,tam4674,கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக படம் வெற்றியடைய  வாழ்த்துகள் . கோயமுத்தூர்ல எல்லா தியடர்லயும் படம் வெற்றிவாகை சூடினும்... எல்லா கவுண்ட சொந்தங்களும் ஒத்துழைப்பு கொடுத்து படம் வெற்றியடைய உதவனும்...,NOT
4674,tam4675,ஒரு ஜாதி காரன தவிர மற்ற அனைத்து ஜாதியினரும் ஆதரவு தெரிவித்து பதிவிடுவதே அவனுக சமுதாயத்தில என்ன பன்னீட்டு இருக்கானுகனு தெரியுது..,NOT
4675,tam4676,பாட்டாளி மாணவ‌ர் சங்கம் சார்பாக படத்தின் நோக்கம் வெற்றி பெற வாழ்த்துக்கள்,NOT
4676,tam4677,தேனி மாவட்டம் வீரபாண்டி வெள்ளாளர் முன்னேற்ற கழகம் சார்பாக வாழ்த்துக்கள்,NOT
4677,tam4678,ப.ரஞ்சித் அவர்களே இனி உன் சமூக படம் வேலைக்குஆகாது..,OFF
4678,tam4679,"தியேட்டர் வாசலில் நின்னு எங்கடா கட்அவுட்டவே காணம்ணு தேடுனா அது மற்ற நடிகர்கள் படம் ,,  கட்அவுட்டுக்கு முன்னாடி நின்னு எங்கடா தியேட்டரவே காணாம்ணு தேடுனா அது #தல_படம் !!  For_Waiting_VIVEGAM.",NOT
4679,tam4680,சாதிகளை கடந்து அனைவரையும் ஒன்று சேர்த்த இயக்குனருக்கு நன்றி...,NOT
4680,tam4681,திருச்சி முத்தரையர் சார்பாக திரௌபதி படம் வெற்றிபெற வாழ்த்துகள்,NOT
4681,tam4682,போராடுறதே தப்புனா அந்த சூழல உருவாக்குறதும் தப்பு தானே..... semma dialouge.. surya fans hit like,NOT
4682,tam4683,வாழ்த்துகிறோம்  எந்த பூண்ட பா ரஞ்சித் வந்தாலும்  எந்தக் குருமா தேவிடிய பையன் வந்தாலும் படம் வந்தே தீரும்,OFF
4683,tam4684,திரௌபதி திரௌபதினு  DPல Frame வச்சா மட்டும் போதாது படத்த தேட்டர்ல போயி பாக்கனும்  படம் முக்கியம் மக்கா,NOT
4684,tam4685,இது ஒரு மறைந்த அரசியல்வாதியின் குடும்ப கதயோ?,NOT
4685,tam4686,திரைப்படம் வெற்றி பெற தமிழர் குடிகள் சார்பாக மனமார்ந்த வாழ்த்துக்கள்,NOT
4686,tam4687,வன்னிய கவுண்டர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் ......,NOT
4687,tam4688,நல்ல படம் கண்டிப்பா வெற்றி அடையும். வாழ்த்துக்கள்,NOT
4688,tam4689,தயவு செய்து இந்த படத்தை திரையரங்கில் பார்த்து இது போன்ற உண்மையை உடைக்கும் படங்களுக்கு ஆதரவு தரவேண்டும் நாம் சபாஷ் மோகன். உடையார் (நத்தமன்னர்) சமூகம் சார்பாக வாழ்த்துக்கள்,NOT
4689,tam4690,திரெளபதி படத்திற்கு தடை வந்தால்....  படிப்பிலிருந்து வேலைக்கு சேர்வது வரை  வழங்கப்படும் அனைத்து சலுகைக்கும் தடை வரும்,NOT
4690,tam4691,96 ல ஆத வசனம் 2016 இல்,OFF
4691,tam4692,தல மாஸ் கண்டிப்பா அதிர உட்ருவோம்..! பட்டாஸ்..!!! கிளாசிக் டீசர்..!,NOT
4692,tam4693,"இங்க வெறுப்பை பதிவு செய்யுரவங்கள கொஞ்சம் ஆய்ந்தறிந்தால் புரியும், அவனுங்களும் இந்த டிராமா லவ் கோஸ்டின்னு!!",NOT
4693,tam4694,அருமையான படமா இருக்க போவுது இந்த நூற்றாண்டுல ...   டைரக்டர் மோகன் G ராயல் சல்யூட் சார்...,NOT
4694,tam4695,வணக்கம் மாப்ள சேலத்துல இருந்து... படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
4695,tam4696,வீர வன்னியர் சங்கங்கள்  சார்பாக திரௌபதி வெற்றி அடைய வாழ்த்துக்கள்,NOT
4696,tam4697,மாத்தி மாத்தி விழுப்புரத்த இந்த உலுக்கு உலுக்கறாங்க பா....  திருவெண்ணெய்நல்லூர் காரண்டா.....,NOT
4697,tam4698,மனிதனை மனிதன் பிரித்துக் காட்டி படம் எடுப்பது தான் படம்மா. இயற்கையாக ஓர் இனத்தில் இருந்து பிறந்த மனிதனை பிரித்து. தனக்கு கீழ் வலுவிழந்தவர்களை அடிமையாக்கி கொண்டு நீ உயர்ந்தவன் நான் உயர்ந்தவன் என்று ஜாதி என்னும் கொடிய பிடிப்பது தவறு நாமும் ஆங்கிலேயர்கள் கீழ் அடிமையாக இருந்தோம் மறக்க வேண்டாம் இதுதான்வாழ்க்கை காதல் என்பது இயற்கையானது உயர்ந்தவன் தாழ்ந்தவன் இல்லை. எல்லோருக்கும் வரும் தமிழ்நாடு விட்டு வேறு எங்கே சென்றாலும் நமக்கு ஒரு மரியாதையும் இல்லை. புரிந்து கொள்ளுங்கள். முதலில் மனிதனாக வாழ பழகிக் கொள் தமிழ்நாடு அழிவுக்கான படம் வாழ்த்துக்கள்.,NOT
4698,tam4699,ஒரே மண்ணுல பொறக்கிறோம்.. ஒரே மொழி பேசுறோம்.. இது ஒன்னு போதாதா எல்லாரும் சேர்றதுக்கு..,NOT
4699,tam4700,வடக்கு வன்னியர் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT
4700,tam4701,திரௌபதி போல எல்லா பொண்ணுங்களும் நாடக காதல் புரியும் எச்ச நாய்களை இனம் கண்டு செருப்பால் அடிக்க வேண்டும்... ஒரு தந்தையின் குமுறல் ..,NOT
4701,tam4702,Song இல்லனா kandipaa tharama இருக்கும் னு தோணுது,NOT
4702,tam4703,அப்போ இது சிலை கடத்தல் சம்பந்தமான படம் இல்ல ஹ்ம்ம்,NOT
4703,tam4704,அந்தம்மா உடைய பார்வையை கம்பீரமா இருக்கும் இது என்னவோ சரி இல்லை,OFF
4704,tam4705,நம்மை ஜாதி ரீதியாக எதிர்க்க துப்பில்லாமல் இந்த பக்கம் தமிழ் தமிழ்னு போலியா கூவிக்கிட்டு அந்த பக்கம் ஜாதி ஒழிப்புனு கூவுற  கருஞ்சட்டைகளின் ஒரே நோக்கம் நம் வீட்டு பெண்களே. இதை புரிய வேண்டிய நேரம் இது. திரெளபதி மேல் ஜாதியினர் ஒற்றுமை.,NOT
4705,tam4706,இது மணிரத்தினம் படம் மாதிரி தெரியல. ஆன maasa faasta இருக்கு,NOT
4706,tam4707,சீட்டாஸ் இனிமே தான் டா இருக்கு உங்களுக்கு  ட்ரையலர் பாத்து  கதறுங்க டா,OFF
4707,tam4708,பிரியாணி யா .. அது நா சாப்டது  உனக்கு இட்லி..... 🤣🤣,NOT
4708,tam4709,4k Dislike பன்னிருகானுக... . வேற யாரு...அந்த நாடக காதல் புள்ளீங்கோ தான்...,NOT
4709,tam4710,இங்கு இந்த படத்துக்கு எதிர்ப்பு தெரிவித்து கமெண்ட்ஸ் இல்லாமல் இருப்பது மகிழ்ச்சி....சாதிகள் உள்ளதடி பாப்பா ...,NOT
4710,tam4711,கோயம்புத்தூர் மாவட்ட விஸ்வகர்மா சமுதாயம் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,NOT
4711,tam4712,நல்ல ஜாதியில் பிறந்தவன் எந்த தமிழனும் எந்த ஜாதி பெண் மானம் போக விட மாட்டான் அது தான் தமிழர் பண்பாடு...... கீழ் ஜாதி என்று சொல்லி பெண்களை சதையாக பார்க்கும் நிலைமை தான் இப்போது உள்ளது......,NOT
4712,tam4713,எங்க வீட்டு பெண்கள் தான் எங்களுடைய கௌரவம். என் வீட்டு  பெண்ணை தொட்டா கண்டிப்பாக வெட்டுவேன்.     ஒடுக்கப்பட்ட சமூகம் என்ற போர்வைக்குள் அவர்கள் செய்யும் அநியாயங்களை தட்டிக்கேட்கும் இந்தத் திரைப்படம்.    தஞ்சை - கள்ளர் மறவர் அகமுடையார் ஆகிய முக்குலத்தோர் சார்பாக இத்திரைப்படம் வெற்றி பெற வாழ்த்துகிறேன் .  பசும்பொன் முத்துராமலிங்கத் தேவர் தெய்வமாக துணை நிற்பார் வாழ்த்துக்கள்,OFF
4713,tam4714,விஜய் ரசிகர்னு சொல்லிக்கிட்டு டிஸ்லைக் பன்ன தூங்காம இருப்பானங்க போல,OFF
4714,tam4715,கழக தொன்டர்களே இந்த படம் வெளிய வரகுடாது,OFF
4715,tam4716,தரமான படம்.......வாழ்த்துக்கள் டைரக்டர் அவர்களே....ரிச்சர்டு நடிப்பு & கதாநாயகி நடப்பு வேற லெவல்.....#வாழ்த்துக்கள்,NOT
4716,tam4717,"படம் பாத்து தலைவலி வரும், இந்த ட்ரைலர் பார்த்தாலே தலைவலி வருதே. டிக்கெட்டோட கொஞ்சம் பஞ்சும் கொடுத்துடுங்கடா.. நல்லா இருக்கும்.",OFF
4717,tam4718,காதல் திருமணம் கலப்பு திருமணம் என்று சொல்லுகிறார்கள். ஆனால் அவர்களுக்கு பிறக்கும் குழந்தைகளுக்கு பள்ளியில் ஆண் வர்க்கத்தின் சாதி தான் சாதி சான்றிதழாக எடுத்து கொள்ளுகிறார்கள். அப்புறம் எங்கே சாதி ஒழிகிறது. நம் நாடே இன்னும் சாதியின் பிடியில் தான் உள்ளது.,NOT
4718,tam4719,கும்ம்புடு போட்டுணு இருக்காங்க செம்ம காமெடி படம் எப்போ வரும் ...நாம் தமிழர்,NOT
4719,tam4720,வன்னியர்கள் சங்கம் சார்பில் படம் வெற்றி அடைய வாழ்த்துக்கள்,NOT
4720,tam4721,#புள்ளிங்கோ:  அவங்க மண்ணுல கால் வைக்கணும்னா அவங்க பொண்ணு மேல கைய வைக்கனும்... #திரளபதி: எங்க மண்ண மேலயும் பொண்ணு மேலயும் கைய வச்சா கைய வெட்டுவோம் தேவேந்திரகுல வேளாளர் சமுதாயத்தின் சார்பாக முழு ஆதரவு...,OFF
4721,tam4722,உதவிங்கறது முதுகுக்கு பின்னாடி இருக்குற.... மச்சம் மாதிரி அத பாக்க முடியாது.,NOT
4722,tam4723,இந்த படத்தை முக்கியமாக  இப்பொழுது உள்ள டீன்ஏஜ் பெண்கள் பார்க்க வேண்டுமென்று கேட்டுக்கொள்கிறேன்,NOT
4723,tam4724,அசுரனை பார்த்து கருத்து சொன்ன சுடலை ## திரௌபதியை பார்த்தும் கருத்து சொல்லுவார் என நம்புவோமாக... ஆக 🤣🤣  ... ## திரௌபதி,NOT
4724,tam4725,எங்கள் ஊர் மேலச்சேரி திரௌபதி அம்மன் அருளால் இப்படம் மிக பெரிய வெற்றி பெற வேண்டும் வாழ்த்துக்கள்,NOT
4725,tam4726,திரௌபதி எங்கள் தாய் இத்திரைப்படம் வெற்றி பெற மனமார்ந்த வாழ்த்துக்கள்,NOT
4726,tam4727,பா.ம.கா வின் இன்றைய அரசியலுக்கான சினிமா முயற்சி..,NOT
4727,tam4728,வன்னியன் பறையன ஓதுக்கனா சாதி வெறி பறையன் செக்கிலியரை ஓதுக்கும்போது தெரியாதா ஜாதி வெறி ## குருமா தே.பையா##ப.ரஞ்சித் புண்......,OFF
4728,tam4729,இப்படிப் படிச்ச பசங்க வேணாம் வேணாம்னு சொல்லி ஓடி ஓடி தான்யா நம்ம நாடு நாசமா போச்சு உண்மையான வசனம்.....,NOT
4729,tam4730,பொள்ளாச்சி ரேப் கும்பல பற்றி எதாவது வசனம் இருக்கா..??  உண்மையா லவ் பண்றேனு சொல்லி ரேப் பண்றத வீடியோ எடுத்த பயலுக அவனுங்க தான் ஏன் அத பற்றி பேசல..??,NOT
4730,tam4731,இந்த படத்தினால் தமிழ் நாட்டின் கேவலமான சூழ் நிலை தெரிகிறது. இங்கு மட்டும் தன் பெயரோடு சாதி இல்லை என்று பெருமையாக  இருந்தது. ...,NOT
4731,tam4732,குருமா கும்பலுக்கு தரமான செருப்படி போல,NOT
4732,tam4733,#NerKondaParvai Thala fans like panna vanam... தல வெறியன்கள்  like பண்ணுங்க,NOT
4733,tam4734,தரமான சம்பவம் செயபோறீர்கள் என்று தெரிகிறது...வாழ்த்துக்கள்...From VPM வன்னியர்,NOT
4734,tam4735,நாடக காதல் பன்றவனுக்கு இந்த படம் ஒரு பாடம்....,NOT
4735,tam4736,எல்லா இனம் சார்பாக நாடக காதலை  எதிர்பேன்,NOT
4736,tam4737,சௌராஷ்ட்ரா மக்கள் சார்பில் வெற்றி பெற வாழ்த்துக்கள்,NOT
4737,tam4738,தொழில்நுட்பத்தோட வளர்ச்சியையும் அது நம்மை அடிபடுத்தியதையும்.. ரெண்டையும் அனுபவிச்ச ஒரே ஆட்கள் 90s கிட்ஸ் நாங்கதான்.. பெருமையா சொல்வோம்டா.. we are 90s gids nu,NOT
4738,tam4739,"செம்ம...🤝 பல மிரட்டல்கள் வரலாம், காட்சியை யாருக்காகவும் நீக்கி விடாதீர்கள்... படத்தை தமிழர்கள் வெற்றிபெற வைப்பார்கள்.",OFF
4739,tam4740,தென்காசி மாவட்டம் நாடார் சமுதாயம் சார்பாக வாழ்த்துக்கள்,NOT
4740,tam4741,பரியெறும் பெருமாள்; அசுரன் திரைப்படத்திற்கு எவ்வாறு பிற சமூகங்கள் கொண்டாடியதோ அதேபோல தான் கொம்பன் தேவராட்டம் திரௌபதி போன்ற படங்களையும் அனைத்து மக்களும் கொண்டாடுகின்றனர். நடுநிலை நக்கீ னு கூவூற சாதி வெறி பிடித்த திருட்டு திராவிட கபோதிகளே; சுயசாதி பெருமையை பீற்றும் பறையன் என்ற போர்வையில் திரியும் பண்டாரங்களே. இந்த பிழைப்பிற்கு போற வர்றவன் பூள சப்பூங்கடா,OFF
4741,tam4742,பெண் பிள்ளைகளைப் பெற்றெடுத்த தகப்பனுக்கும் தாய்க்கும் மகளுக்கும் உள்ள உறவை காதல் என்ற பெயரில் ஜாதி என்ற பெயரால் மோசம் செய்த சில மனித மிருகங்கள் இருந்து கொண்டுதான் இருக்கும் இந்த படம் அந்த மனித மிருகங்களுக்கு செருப்பு அடியாக இருக்கும் பெற்றெடுத்த தகப்பனுக்கு தான் தெரியும் தன்  பெண்ணை எந்த இடத்தில் கொடுத்தால் சந்தோஷமாக வாழும் என்று நான் பெண் பிள்ளையை பெற்றெடுத்த தகப்பன்  திரெளபதி  திரைப்படத்துக்கு தலைவணங்குகிறேன்...,OFF
4742,tam4743,ஒரு பெரிய சாதி காரண் கீ ழ் சாதி பெண்ணா இது மாரி நாடக காதல் பண்ண அவன என் பன்னலலாம்,NOT
4743,tam4744,படம் அல்ல சமூகத்திற்கு நல்ல பாடம் தவறுக்கு காரணமானவர்கள் தான்   எதிர்க்கிறார்கள்  ஆதரிப்வர்களின் ஆதங்கம் பாதிப்பின் வலியை உணர்த்துகிறது.,NOT
4744,tam4745,"வேதனை பட்டு உயிரை விட்ட அனைத்து சமுதாயமும் ஒன்று பட்டு நிற்கிறது அக்கினி தாய் திரெளபதி பின்னால்.  காமவேறி அரக்கணோ திராவிடத்தின் நிழலில் மறைய..  நம் ஒற்றுமையை உடைக்க திராவிட சூழ்ச்சி நடைபெறும்.. உடைந்து போவாதிர், ஒற்றுமைக்கான காரணம் பதவியோ,பணம்மோ அல்ல நம் வீட்டு பெண்களின் மானம்.",NOT
4745,tam4746,படம் வெற்றி பெற வாழ்த்துக்கள் மோகன். G,NOT
4746,tam4747,அருமை.... 10000000%சிறப்பு........ வாழ்க. குடும்பத்தினரோடு சென்று திரையரங்கில் மட்டுமே  பார்ப்போம். இப்படிக்கு தேவர் மகன்.,NOT
4747,tam4748,0:24 ப்பா என்ன மாஸ் லுக் சூர்யா அண்ணா எப்பவுமே மாஸ்,NOT
4748,tam4749,யாரும் பதிவிறக்கம் செய்து பகிற வேண்டாம் என்று கேட்டுக் கொள்கிறேன்...,NOT
4749,tam4750,மண்ண தொட்டவன கூட விட்ரலாம். பொண்ண தொட்டவன விடக்கூடாது,NOT
4750,tam4751,இப்படி ஒரு படத்தை தான் எதிர்பார்த்தோம் கொங்கு வேளாளர் சமூகத்தின் சார்பாக வாழ்த்துக்கள் அண்ணா :),NOT
4751,tam4752,தல - ஒரு கோடி தாண்டி மேலும் வெற்றி நடை பார்வையாளர்களுக்கு நன்றி....தொடரும்......,NOT
4752,tam4753,"கபாலி, காலா, படம் சாதி அப்பாற்பட்டபடமுனா....   இதுவும் சாதி சார்ந்த படம் இல்லை. சமூக சிந்தனைக்காக  வெளியிட்ட படம்.   திருச்சி முத்தரையர் மாவட்டம்",NOT
4753,tam4754,ரஜினி சாரை பத்தி பேசினா மட்டும்தான் உங்க படத்துக்கு பிரமோஷனும் கிடைக்கும் அதனாலதான் நீங்க டிரைலர் கிண்டல் செய்றாங்க உங்களுக்கெல்லாம் வேற வேலையே இல்லை,OFF
4754,tam4755,"ட்ரெய்லர் இப்படின்னு படம் எப்படி இருக்கும் , 2020ம் ஆண்டு இன்  சீறந்த படைப்பு ஆக இந்த படம் நிச்சியம்மகா இருக்கும்.   Marana mass waiting for release...   Hats off to director",NOT
